,Effectiveness,Price,Taste,Side effects,Quality control,Varied results,Ingredients,date,name,title,content,rating
3284,-1,0,0,0,0,-1,0,2018-08-20,S. Cook,They really work!,"I’m on my 3rd bottle, and my hair has grown almost 2 inches. I have tons of baby hairs sprouting up around my hairline and my nails are growing like crazy. My eyelashes have also gotten longer and fuller. I have had problems with breakouts while taking biotin, but I’ve not had any problems while taking SugarBearHair. I absolutely love these gummies!",5
3285,0,-1,0,0,0,0,0,2019-05-24,Stephen Baird,MUST HAVE,"I absolutely LOVE these gummies one they taste good, two they made my hair grow, and lastly, they are sooooo cute !!! If you are on the fence about buying these I highly suggest them.",5
3286,,,,,,,,2018-04-22,Shaye Danna,Well.....,"These vitamins are the best darn things I've ever tasted! I've been eating them for about 4 months now and I've already noticed growth, not only in my hair, but with my nails and eyelashes as well! I've never had any other vitamins work as well as these do. I already recommend them to everyone I know. DEFINITELY buy these vitamins! SO WORTH IT. And they put the CUTEST little gifts in every package! :D",5
3287,0,0,1,0,0,-1,0,2019-10-11,Phillip,Works and tastes great!,These work and taste great! They also contain more of the important vitamins as well! A+,5
3288,1,0,0,0,0,1,0,2020-01-07,Catrina,Hair gummies,"Taste great so far, happy with my purchase.",5
3289,1,0,0,-1,0,1,1,2019-10-23,Angelina C.,Great vitamins,It tastes good and already seems to be helping mr hair become healthier!,5
3290,-1,0,0,0,0,-1,0,2016-08-09,Jesyca,Amazing results after 2 weeks!!,"This stuff is amazing! I was as skeptical as you are - but trust me, these work! I've always had very thick, long hair (I'm 31 years old). Recently I noticed A LOT of thinning/shedding which REALLY started to take a toll on my confidence. Before doing full extensions to increase thickness, I decided to give these a shot. And I am SO glad I did! After about 2.5 weeks of taking, I've noticed a 100% difference in thickness. I feel like my hair is back to normal. It's the biggest relief plus it's GROWN! I scoffed at a $30 price point but these are worth every. single. penny. I haven't even finished my first bottle and I already know I'll be ordering a second. I noticed zero bad side effects. Do yourself a favor and give these a try!",5
3291,0,0,1,0,0,0,1,2017-08-26,Amazon Customer,LOVE!!!,"I've been taking these for about 4 months now. I took one month off after 3 to see how it would effect me. Even my hair stylist could see the difference! My biggest tell was my roots. If I didn't take them, my hair would grow about a centimeter or so a month. While taking them, it's double! And trust me, my roots are visible. 27 years old and I have gray roots! Lol. They taste amazing and they work really great for me! This is probably the longest my hair has ever been! Will continue to buy!",5
3292,0,0,-1,-1,0,0,1,2018-01-20,Candice,They really work!!!!,"I’m in love with these little blue bears!!! They smell like cotton candy and taste even better!!! I have thin hair and I color it a lot but I have been taking these for two months and my hair is healthier, longer and shiny!! The only downside is you can only have two a day.....I also love the free gifts that come with those amazing blue bears! I’m definitely a customer for life!! 😀",5
3293,0,-1,0,0,0,0,0,2020-01-22,Saqib,It's good,Yes,5
3294,1,0,-1,1,0,1,1,2019-11-01,Shane,Grew 2 inches,Hair growth was amazing . ALSO SO STRONG .,5
3295,-1,0,0,-1,0,0,0,2018-02-03,Ariel,Super yummy,"I love these gummies! They taste delicious! I bought these straight from the sugar bear website and I get them automatically sent to me every month. They always get here in time, which is great. I’ve been on them for 9 months and my hair has grown up to the small of my back on top of that looks the healthiest it’s ever been, I get compliments all the time!",5
3296,1,0,0,0,0,1,0,2018-12-07,Rick Hamilton,Amazing Product!! It has the vitamins I've been looking for.,I've taken this product and did not break out like the others has. I love it that it has the vitamins I've been looking for for stronger hair. I will be order my next one with is company. Great product. Get it!!,5
3297,-1,0,0,-1,0,0,0,2018-12-01,AmberGrace,A Must Have,"Not only are these vitamins super tasty, but they really do work! Since starting Sugar Bear Hair I've noticed thicker, softer hair that grows super fast! This is a must try for anyone looking for a new tool in their beauty kit!",5
3298,0,0,0,-1,1,0,-1,2017-06-23,Amazon Customer,I will continue to use these gummy bears to make sure my hair continues to experience the great results. Did I mention they tast,I recently had surgery and also got my hair colored and noticed my hair was falling out. So I happened to read the reviews on the SugarBear Hair Vitamins and now I have been using this product for 4 months and I have seen a tremendous result with the SugarBear Hair Vitamins. I will continue to use these gummy bears to make sure my hair continues to experience the great results. Did I mention they taste really yummy! I would definitely recommend this product to anyone who would like to ensure healthy hair!,5
3299,1,0,1,0,0,1,1,2019-10-17,alanna,Hair gummies,Loving this product so far!,5
3300,-1,0,1,0,0,-1,0,2017-01-08,Suzie,I am absolutely in LOVE with these vitamins,"I am absolutely in LOVE with these vitamins. I was watching Wengie on YouTube. She had a video about hair hacks etc and she mentioned Sugar Bear Hair. I decided to give it a try since as I've been getting older, my hair has been getting thinner and barely any body to it. After a month of use, I noticed that less hair was on my hands and on the ground of the shower after I washed my hair. I even dye my hair and it looks shiny and simply awesome. It's even been growing faster. I highly recommend this product. Seriously nothing to loose and everything to gain. xo Sugar Bear Hair!",5
3301,1,0,1,0,0,1,1,2016-12-23,BARBIE D,Awesome and best hair vitamin on the market!,I am on my second bottle and no pimples or nasty black heads on my face. My hair is soft curly and getting so thick. I have used many products but no results but I promise you guys... this is the only one that works for my hair!,5
3302,-1,0,1,0,0,-1,0,2018-05-05,Amazon Customer,They’re beary amazing!!!,"SugarBearHair gummies are the best! This is my second time around getting these vitamins and they really do work! I was never able to grow my hair past my boobs and I finally conquered it with the gummies. I HIGHLY recommend. For a great price and cute gifts along with the gummies, it’s an incredible investment!",5
3303,1,1,1,0,0,1,0,2016-07-02,Puloujen,Curly hair care,"I bought these because I knew they would be easy to remember to take and taste great. It didn't really help my hair grow any faster, but surprisingly it did help repair my heat damaged hair. I have naturally curly hair, but after years of straightening it my hair wouldn't naturally curl anymore not matter what I tried. It wasn't until two months of taking these did I begin to notice that my hair had started to regain its curl. Now four months later and my hair is back to its bouncy curly self.",5
3304,1,0,0,0,-1,0,0,2017-01-18,Meg Neal,SugarBearHair saved my hair!,"So I fried my hair a few months ago trying to get it pastel purple so I had to cut my hair to reduce the damage done. I saw an add for SugarBearHair and I decided I would try it for a month to see if it yielded results. I have been getting the vitamins delivered to me monthly. They are always on time, affordable at a dollar a day, and taste great! My hair has grown considerably and my husband (who is a hairstylist) has noticed the growth as well! This is a great way to strengthen and grow hair. Awesome product!",5
3305,-1,0,1,0,0,-1,0,2019-01-07,Marina Afsar,It works great,Best hair growth gummies. Gummies taste so yummy n real wild blueberry taste n it works. Am about to be on my 3rd bottle.,5
3306,0,0,1,0,0,-1,0,2018-05-05,Brynda E. Privitt,TOTALLY worth it!,"These gummies are my absolute favorite vitamins ever! Not only do they have an amazingly sweet and fruity taste, but they also work wonders. My hair has been less and less damaged and frizzy since i've started SugarBearHair. Every order sends you a little surprise in the package as well:)",5
3307,1,1,0,0,0,1,0,2018-04-18,c barnes,Has definitely benefited me!,"Absolutely love these vitamins!! My hair LOOKS so much more healthier and I definitely have less breakage! Menopause has taken a toll on my hair and SugarBear vitamins have definitely helped!! It's worth the $35/month that I pay. Plus, I love all the free stuff they send with it too!",5
3308,1,0,0,0,0,1,0,2019-06-23,Assel N,It works,Love the result,5
3309,1,0,1,0,0,1,0,2019-07-08,Gerardo Reyes,That gummies works good,Hair,5
3310,1,0,-1,0,0,1,0,2018-12-06,Amazon Customer,My go to product!,This vitamins are amazing! The have definitely made a huge difference in my hair. My hair is starting to grow back thicker and healthier!,5
3311,0,-1,-1,0,-1,-1,-1,2019-02-15,Donna R.,Yummy for your hair!,Greatest vitamins for your hair! Tasty! Thank you so much!,5
3312,1,0,0,0,0,1,0,2018-07-18,John Tajeddini,Sugar Bear Hair has been absolutely amazing! My hair has never felt so healthy,Sugar Bear Hair has been absolutely amazing! My hair has never felt so healthy. It has definitely exceeded my expectations AND it’s so hard to only eat two gummies a day!! They are so delish (:. -Carmel,5
3313,-1,-1,1,-1,0,0,0,2017-03-03,haley,They work!!,I'm always skeptical about these kinds of products actually working but I decided to give this a try since everyone is going crazy over it right now. I'm almost finished with my first bottle and my hair has grown over an inch already. That is amazing to me because my normal hair growth is about 1/4 of an inch in a month. I've also noticed MUCH less breakage and overall I am very pleased with the results. Plus they taste so yummy that it's not hard to remember to take them everyday,5
3314,1,0,1,0,0,1,0,2018-04-30,Elizabeth Reed,I love my SugarBearHair,"I love my SugarBearHair! I got my hair cut in January and it was so much shorter than I was expecting. Purchased these vitamins the next day and have been taking them ever since. My hair is healthier, stronger, and longer. Thank you SugarBearHair!",5
3315,1,1,1,0,-1,1,0,2017-01-05,yvonne,I tried a one month supply because they are a little expensive compared to the Costco brand but after trying the hair vitamins f,I am almost 40 years old and have never been able to grow my finger nails or hair the way I have with these vitamins. I tried a one month supply because they are a little expensive compared to the Costco brand but after trying the hair vitamins from Costco my nails started to become brittle again and break off and my hair started falling out in chunks so I just ordered a six month supply of Sugar Bear Hair vitamins and I am so happy!!! Sugar Hair Bears are worth the MONEY !!!!,5
3316,0,-1,0,0,0,-1,0,2018-01-20,Bri,Make sure you take it daily because I took a break and results stopped.,I love this product I use it monthly. I purchase it from SugarBears Hair website and get monthly delivery. I also like the little gifts that they throw in the bag. I haven't done a before and after photo but I have used the product for almost a year now thanks to WolfTyla.,5
3317,0,0,1,0,0,0,0,2016-08-16,Alyse Christiansen,I've been hearing some amazing things about them,"I am so so excited to try these vitamins, I've been hearing some amazing things about them!! My hair has always been super curly and dry and I swear it doesn't grow, I did chop 12 inches off a year ago to donate it and I'm so excited to see what these can do for my hair growth, hopefully it can get me to a length where I can cut it all off again and donate sooner!! Will post update with pictures once I've tried the product :)",5
3318,1,0,1,-1,0,1,0,2018-04-10,Sara H.,... Sugar Bear hair for about 4 months now and love it. Not only have i seen my hair ...,I have been using Sugar Bear hair for about 4 months now and love it. Not only have i seen my hair grow longer but also healthier and shiner. I love this product and recommend this to anyone that wants longer shinier hair.,5
3319,1,0,0,0,0,0,1,2018-01-16,Shelby Williams,They taste like candy!,These little bears taste so good! I'm always excited to take them in the morning. My hair has gotten so healthy! Ive been taking them for about 5 months now and will continue to do so. They also send you little suprises with the gummies!,5
3320,1,0,0,0,0,1,1,2018-01-03,Linzy Williams,"Still in the process, but....","First off, these taste AMAZING! Definitely a throw back flavor to when you were a kid eating gummy candies. I’ve been using these for a month now, & my hair feels stronger & a bit longer. It’s a process & it takes time. You want instant results go get extensions.",5
3321,1,0,1,0,0,0,0,2017-01-11,Tricia,I had been using Hairfinity for almost a year before SugarBear but I definitely like my gummies a lot better,"I've been using SugarBear for four months already and my hair has grown soo much it's impressive. It's given my hair shine and made it thicker and stronger. I had been using Hairfinity for almost a year before SugarBear but I definitely like my gummies a lot better! I take the gummies before going to bed and it always feels like a yummy, sweet little cheat before bedtime and in love with the results!",5
3322,0,0,0,-1,0,0,-1,2016-06-15,Liz P.,I ABSOLUTELY LOVE THIS PRODUCT,I ABSOLUTELY LOVE THIS PRODUCT! I have tried other vitamins and nothing can compare to this. It is well-worth the price. I have relatively thick hair and can tend to be frizzy. I could tell within a few days my hair was changing for the better! I could tell the length was increasing and not just that my hair was extremely smooth and soft. Overall this product should be a daily supplement for any girl who wants long and soft hair!,5
3323,1,0,0,0,0,1,0,2018-11-02,José Echeverría,Lindo,Esta perfecto y no e solicitado ningún reembolso ya tengo mi producto,5
3324,1,0,0,0,0,1,1,2017-04-05,A,So I started to take Sugar Bear Hair vitamins and I love them. They even helped my hair return to ...,I've always had really long (down to my mid-calf) thick hair since I was little. But as I've gotten in my late 20's I've noticed my hair starting thin out. So I started to take Sugar Bear Hair vitamins and I love them. They even helped my hair return to its original thickness and it's growing even faster then it used to (it's always grown fast). Great product with a great taste!,5
3325,1,0,0,0,0,0,0,2016-09-18,Amazon Customer,Best gummies ever!,"These vitamins are hands down the best hair vitamins I've ever tried. My hair is longer, thicker, and overall healthier than it's ever been and I've only been using them for 3 months. Because it comes in the form of a gummy bear it's very easy for me to remember to take them before I go to bed. Definitely worth every penny!",5
3326,0,0,1,0,0,0,0,2018-02-02,Jared and Melissa,Good vitamins,"I took these vitamins for three months. I did notice some acne, but overall very satisfied with hair growth. Yummy flavor and cruelty free",5
3327,1,0,1,0,0,1,0,2018-05-05,Kindle Customer,awesome bru,"So great, even if it a man I love them gummies so much orderd over 10 bottles in 3 months",5
3328,-1,0,0,0,0,0,0,2018-02-06,Duane,... because the vitamins are helping them detox all their bad toxins so it is actually helpful and worth,The only reason people have been breaking out is because the vitamins are helping them detox all their bad toxins so it is actually helpful and worth it,5
3329,0,-1,0,0,0,0,0,2016-09-04,Audrey Griffin,It works !,"Yes it's expensive compared to other vitamins - but it really worked for me. I got a horrible bleach job and had to cut off four inches of my hair and it was devastating. In the month that I took these my hair grew over an inch... Without them it probably would of been half of that! They also taste like candy, I was excited to take them every morning!",5
3330,1,0,1,0,0,1,1,2017-05-23,Anni789,IT WORKS !!!!!,Hair is so smooth and soft no acne and very fun to take you won t forget to take them everyday i was hesitant because of the reviews of breckouts and facial hair growing but not one of those things happened hair did start to grow at one month,5
3331,0,-1,0,0,1,0,1,2016-07-22,Susan,Let's see!!,"After reading mixed reviews, trying many variations, I am ready to try Sugar Bear, more so bcs of the reviews stating they taste good. I hate taking pills. But after being diagnosed with Alopecia and getting monthly injections from the dermatologist, I figure every little bit counts. Plus I love skinny fox detox tea and believe they are affiliated. Ordering mine, and let's see...",5
3332,1,0,0,0,0,1,0,2018-02-08,SH,Delicious,"These taste great! Not sure if they work as I'm not consistent with them, but I figure it can't hurt to take them!",5
3333,1,0,1,0,0,1,0,2016-10-07,chase,"These are amazing, my hair is so much thicker now","I've been using this for atleast 6 months now, I usually order from the website but I am so stoked they are amazon prime now! These are amazing, my hair is so much thicker now, and still with lots of baby hairs still coming in. Also, my nails have been healthier than ever! I can actually grow them out without them breaking everything I touch something! And they taste amazing!",5
3334,0,0,0,-1,0,0,-1,2018-07-26,Janyah Perdue,.,just received the gummies 💙,5
3335,0,1,0,0,0,0,0,2016-06-11,rawah nasraldeen,This product is the best my hair is longer now I ordered 3 like ...,Well I tried so many things for my hair to get longer but nothing worked for almost 1 year. This product is the best my hair is longer now I ordered 3 like for 3 months and from the first one my hair got longer I'm already on the second one which is the second month I'm so satisfied with the results.,5
3336,1,0,0,0,0,1,0,2016-10-28,GABBYiSACTiVE,Love em!,"quite the opposite of the minority, I think I may have broken out AFTER running out vitamins. I noticed the change w/the vitamins, healthy hair, longer, stronger nails, plus I felt better (there is lots of B and D). I buy from the website though, it's a tad cheaper that way.",5
3337,1,1,0,0,0,1,1,2017-04-02,Jordan,Definitely Recommend,LOVE IT! Ive been using it for quite a while and i can definitely say that it does wonders. It isnt that vitamin the promises fast hair growrh by pumping you with 500mg hourse pills. Its natural and it tasts good,5
3338,1,-1,0,0,0,1,1,2016-09-10,Amazon Customer,ABSOLUTELY LOVE THIS!,"ABSOLUTELY LOVE THIS!! My hair was thinning. I have been using this for several months. I noticed new hair growth around the front around my forehead! My hair feels and looks great! I'm getting compliments.."" You have beautiful hair"" Thank you SugarBearHair!",5
3339,1,0,0,-1,0,0,1,2017-09-13,Ladie Olagundoye,Five Stars,Would it be possible to get a free sample so I could promote it on my growing YouTube channel!,5
3340,1,0,0,0,0,1,0,2016-04-19,Mommy of 3,Progress pictures to come 5-19,"I received my 3 minth supply of SugarBearHair Vitamins today, they came fast and taste great. I took before pictures today since it's the first time I took the vitamins. I will update my review monthly with my progress & pictures, I have read a lot of reviews and am very hopeful I have decent length hair but it grows very slow & is very fine",5
3341,0,-1,1,-1,0,0,0,2017-02-03,Amazon Customer,I love it!,"Patience ladies! Sugar bear hair vitamin works wonders and it takes about 3 months to notice any changes. My hair grew a few inches, my lashes are much longer now and my hair isn't falling out in chunks. I love it!",5
3342,-1,0,-1,-1,0,0,0,2016-11-26,Amazon Customer,"break out only first week, but product is amazing","Been taking this over 2 months. I had a break out during first week but since I purchased 3 months supply, I wasn't gonna waste my money. Did not disappoint me at all. Hair grows fast, but nails grow extra fast! I'm shook. Loyal from now on!",5
3343,0,1,0,0,0,1,0,2016-08-23,Ringo,Amazing,I bought a three month supply from their website. I just finished my first bottle and my hair has grown almost two inches. My nails also feel stronger. They also taste so good that my husband won't stop stealing them and taking them for himself!,5
3344,0,-1,-1,-1,-1,0,-1,2017-11-22,AHMAD,Five Stars,nice,5
3345,0,0,1,0,0,1,0,2017-01-17,Tia B.,you breakout cause your not drinking enough water duh.,"Why don't people realize that when taking a supplement with a large amount of biotin in it, in order to minimize or have no breakout you need to drink plenty of water. Smh. People.",5
3346,1,0,1,0,0,0,1,2017-11-05,marwan,Five Stars,Very good,5
3347,1,0,0,0,0,1,1,2016-06-16,Kendall,Thank you SugarBearHair!,I love this product! On my 3rd month and have gotten so many compliments on my hair.. it's an amazing feeling to see results when you consistently take the vitamin and they taste incredible. It's hard to only eat 2 per day :) Thank you SugarBear,5
3348,1,-1,-1,0,1,-1,1,2016-05-20,Chewbacca,Made my fingernails grow so fast !!!,"Taste like candy !! This stuff made my hair and nails grow so fast ... I just trimmed my nails last week and I'm due for another manicure already, I love the taste , it's so good .",5
3349,,,,,,,,2017-01-12,Amazon Customer,These little bears are delicious! It's hard to just ...,These little bears are delicious! It's hard to just eat two a day. My hair is the longest it has ever been! 😊,5
3350,1,0,0,0,0,1,1,2016-11-23,Amazon Customer,Great results,"Wow, I was so happy with the taste of the gummies! My hair is feeling much softer, and looking healthier. I'm Definitely going to continue to use.",5
3351,1,0,0,0,0,0,0,2016-07-28,holly ross,Five Stars,Has no aftertaste and it did help my hair grow faster and healthier,5
3352,1,0,0,0,1,1,1,2017-02-26,Olivia,Yay!,Worked great. Hair felt stronger and grew faster,5
3353,-1,0,0,-1,0,0,0,2016-10-24,Tamara sh,Great,"Bought this for the 2nd time, great product and will keep buying it.",5
3354,1,0,0,0,0,1,0,2016-06-06,Darren,i Absolutely Love these little bears,"i Absolutely Love these little bears! Excellent taste, and AMAZING results. My hairs never felt healthier and stronger. and they taste so good! Would recommend to everyone.",5
3355,1,0,1,0,0,1,0,2017-03-06,Tahsseenz,Five Stars,Thanks alot,5
3356,1,0,0,0,0,1,0,2017-02-25,Saleh Fahd Aldech,Five Stars,Nice.,5
3357,1,0,0,0,0,1,1,2017-02-11,AIMAN,Five Stars,thanks,5
3358,0,0,1,-1,0,0,-1,2016-08-20,Amazon Customer,Five Stars,It's so good,5
3359,0,0,1,0,0,0,0,2016-10-27,James Irwin,Five Stars,Love it. Thanks,5
3360,0,0,1,-1,0,1,0,2016-05-31,amy c,"I am surprised they actually work, but they do ...","I am surprised they actually work, but they do. I really noticed a difference off of one bottle. I'm back to order a second bottle.",5
3361,1,0,0,0,0,1,1,2016-12-29,Dear Wednesday,Five Stars,rad,5
3362,0,0,1,-1,0,-1,0,2016-12-25,Umfatma,Five Stars,Excellent,5
3363,1,0,0,0,0,1,0,2016-08-25,Amazon Customer,Love it,It's my refill I love it,5
3364,1,0,0,0,0,0,0,2016-08-29,saad alanzah,Five Stars,Vary good,5
3365,1,0,1,0,0,1,0,2016-07-06,Sean Chai,Five Stars,"taste great, works great!",5
3366,1,0,0,0,0,0,0,2016-04-25,ANAE,Five Stars,Best invention ever!!,5
3367,0,0,1,0,0,0,0,2016-06-30,thedan alagmi,Five Stars,Good,5
3368,-1,0,1,-1,0,0,0,2016-08-10,Amazon Customer,Five Stars,Thanks,5
3369,0,0,1,0,0,0,0,2016-06-18,Ahmed A.,Five Stars,It's good vitamins,5
3370,,,,,,,,2016-06-04,Amazon Customer,Five Stars,Good,5
3371,1,0,1,0,0,0,0,2022-03-17,KCatananzi,LOVE LOVE LOVE - IT WORKS!,"My hairdresser had recommended these to me as I was trying to grow out my platinum blonde SUPER short hair and I knew it was going to take forever. Plus, I knew the damage that had been done to my hair from making it platinum was going to take its toll. I took them faithfully for three months (delicious by the way!!!) and when I went back to the hairdresser, the difference in growth and condition of my hair was very noticeable. I have continued using them because: 1) I notice a big difference in my overall hair health when I am using these vitamins; and 2) did I mention they are absolutely delicious???",5
3372,1,0,1,0,0,0,0,2021-12-31,Kitti,Works wonders with no break outs,"I’m 41, recently lost a good amount of weight but paid for it in hair loss. I also have suffered from adult hormonal acne for the past 8 years and have it slightly under control. I was very close to not buying these bc of the reviews about breakouts. I’m glad I gave it a try bc it’s worked wonders and I haven’t broken out. I have a ton of new hair growth and I’m very pleased.",5
3373,0,0,1,0,0,1,0,2022-01-21,HEATHER N.,Really works!,I had severe hair loss after having COVID. Within a month of taking these vitamins I had new little tiny hairs coming in all over. Great vitamins! A couple months in and I can tell a huge difference in the length of my nails and thickness of my hair. Love them!,5
3374,,,,,,,,2022-01-17,Dr. Terri Anne Frazier,Excellent Overall Vitamin..period!,"I received these accidentally from my son. A sweet surprise, really. I started taking these and noticed how much more energy I felt, after dragging with fatigue for months. These treasures are loaded with the B-Vitamins, which help energy level, as well as other excellent nutrients. Though designed for hair and skin, they are just an excellent overall good vitamin. Period!! Xo",5
3375,1,0,1,0,0,1,1,2022-03-30,Yolennis B.C,Funciona!,"Comencé a sentir mi cabello más sedoso,especialmente en la zona del cuero cabelludo.Anteriormente por un producto químico mal aplicado el cual me dejó demasiada resequedad.Tuve que cortar el cabello en repetidas ocasiones,y a pesar de usar buenos productos ,no lograba darle vida .Hasta el cuero cabelludo estaba reseco.Hice el tratamiento por unos 3 meses.Y además que mi cabello creció más de lo esperado.Actualmente no me puedo poner acondicionador ni siquiera en la mitad del cabello,solo en las puntas.Pasé de seco a graso.. Eso si,estas vitaminas te van a dar mucha hambre.Pero solo es mientras las tomas ,después que terminas ,mas o menos a los 3 o 4 días mi apetito volvió a la normalidad.",5
3376,1,0,0,0,0,1,0,2022-07-05,Bethany V.,These work better than expected - even made my eyelashes grow!,"My stylist recommended these a few years ago when my hair was trying to regrow after having a baby. They taste good and BOY they work. Buy some extra razors and shaving cream cause all your hair is about to grow! My nails are stronger and grow faster; my eyelashes have gotten longer (who needs extensions anyways) and my hair is doing it’s thang.. I double these with “Undeniable Beauty” vitamins when I need an extra boost.. Despite being hocked by influencers, these actually work and I’m super pleased!",5
3377,0,0,0,0,1,0,0,2021-10-30,Lindsay4186,Post partum hair saver!,"Made the transition from pre-natal vitamins to these after baby #3 and this has been the only time I didn’t lose a TON of hair post partum!! They taste yummy, my hair is the longest it’s ever been and my nails and lashes are looking better than ever too! Definitely recommend giving them a try! 👍",5
3378,1,0,0,0,0,0,0,2022-02-25,Cristel,Yummy taste,"I started taking these last month. Just started my second bottle. I have very thin, fine, and colored treated hair. I do feel like these have helped my hair. Around my hair line my hair is even thinner. Since taking these my hair has gotten healthier and more regrowth around my line line. I know it says to try for at least 3 months but for me I do see improvement in my hair already. Hopefully in 3 months I will see more in the length.",5
3379,0,0,0,-1,0,-1,0,2022-01-07,kaykath,Taste Very Good,Still going bald. (Result of estrogen blockers for cancer treatment.) They might work on a normal person.,5
3380,1,0,0,-1,0,1,-1,2022-01-25,Angela Marie,They actually work!,Long story short - I had a side effect from medication that made my hair extremely thin. I’ve spent crazy money on many different products and this is the first one I’ve noticed a difference and quick! I already have a lot of new baby hairs growing in where my hair thinned out the most!!,5
3381,1,0,0,-1,0,1,1,2021-06-10,Butterfly 🦋,It works,"+ After one month of taking these gummies, I see a big difference on my hair, specially the length. My hair grows much faster.. - unfortunately it makes you a little bit hairy on other parts of the body. But it worth.. Tip: I also use collagen powder and it works too. These two together made my hair denser and longer noticeably.",5
3382,1,0,0,0,0,1,0,2022-01-18,Ms. Jordan J Romero,Good stuff I highly recommend,"I have been using sugar bear for a few months now and I have to say within the first few days I started using it to about a week in, my hair was changing for the better. My hair has grown healthier and more full than I've ever had and I have a lot of hair to begin with. It has also made my hair softer too!!! Definitely looking forward to my next order :)",5
3383,1,1,0,0,0,0,0,2022-01-06,Jennifer sundberg,Amazing product really works,My daughters hair went from her shoulders to her back in six months and mine from shaved to shoulder this works,5
3384,1,0,0,0,0,1,1,2021-11-18,Brooke,Great vitamin,"This is a great vitamin. Great flavor, super soft And the benefits you endure are amazing! My sons hair has been growing faster and has a great shine to it. I’m very pleased.",5
3385,0,0,0,0,0,-1,0,2021-09-25,JoAnn Z,Taste good.,I bought this for my hair. I have been taking them for 5 weeks. I think I see a difference in my hair. My hair dresser said she thinks it feels thicker. Will continue to monitor.,5
3386,0,-1,0,0,0,0,0,2022-08-18,Clifford Birkett,Shine,"Didn’t believe the hype that my wife was telling me, but after a little while of taking and once she ran out, you could see the difference in the texture of her hair. Shines brighter and healthier while taking vitamins",5
3387,1,0,0,0,0,1,1,2022-08-19,J Berezay,Hair growth,These are very soft and even taste good. I can't tell if it has helped with hair growth I have only been using them for a couple of weeks,5
3388,-1,0,1,0,0,-1,0,2022-01-03,uknow930,If your start to notice more hair on your brush and on the ground it time for this.,I gifted this to my wife and her sister and they notice less hair on the brush and a shiny more healthy hair. A must have !!!,5
3389,0,0,-1,0,1,0,1,2021-11-14,Amanda Brown,The only thing that helps!!,My hair thinned and fell out after surgery. I tried everything! This is the ONLY thing that worked! Stopped for one month to try olly and it DEFINITELY didn’t work! Use this only!!,5
3390,1,0,1,0,0,1,0,2021-12-01,Angel,100% work,I just had a baby 6 months ago and lost a lot of my hair. The front of my hair looks as if it broke half off due to the ends thinning out. I’ve been using these vitamins for one month and notice a huge difference already. I have a lot of new growth around my hairline. My front pieces are thickening up and will soon even out! I must add that the vitamins are delicious.,5
3391,1,0,0,0,0,1,0,2022-03-17,Jessica,Tasted Really Good!,These were really good if its the only supplements you need in your regimen. I enjoyed trying them and would recommend to others.,5
3392,0,-1,0,0,0,1,0,2022-03-24,Janette Fuentes,My sugar bear hair vitamins,"I love the flavor because their so sweet and taste really good, Also the value it’s worth it because their not to expensive and their easy to swallow too.",5
3393,1,-1,1,0,1,0,1,2022-02-19,Leonard,They work from the inside.,After taking these for a few weeks there’s a difference with my hair. It’s growing nicely.,5
3394,1,0,1,0,0,0,0,2022-04-29,Melissa  Murtagh,Celebrities are right,Mom and I took this for a while and loved results. Hard to not eat several at a time.,5
3395,0,0,1,0,0,-1,0,2021-10-02,Lovie,Already Ordered more!,Hair isn't falling out as much. Have new hair growing in. Highly recommend. I already ordered two more bottles.,5
3396,1,0,1,0,0,1,1,2021-10-04,Arleta Rebensdorf,Easy vitamin to take,Chew two a day and they taste great. I do believe they help. My nails seem healthier and its got to help the hair. I'm 84 and my hair has changed but take these as a precaution.,5
3397,1,0,0,0,0,1,0,2022-01-17,Alya,Best hair growth vitamin I have tried. 1 year and going strong,"I have been using this product for just shy of a year and been trying to grow my hair out fast, it is slowly but surely growing and these vitamins no only help my hair grow they help it become stronger as well!",5
3398,-1,0,0,-1,0,0,0,2022-05-03,Sunshine,Love it,This is the only product I have purchased that actually works,5
3399,0,0,1,0,0,0,0,2021-10-23,ANGELA,Healthier Hair,Since I have been using this product my hair is shinier and stronger... A very natural product without all the chemicals,5
3400,1,0,0,0,0,0,0,2022-01-14,mona mcneely,They work!,"For me, these are the only hair vitamins I have used that actually make a noticable difference. I have tried many other brands to see if I could find a less expensive one that works. Always go back to these, Sugar Beat Hair is the best!",5
3401,-1,0,1,-1,0,0,0,2022-02-27,Ashley Goodman,Taste great and noticeable results!,These little vitamins are so yummy! It makes remembering to take them daily super easy. Noticeable hair growth and my skin looks much healthier. Love love love these supplements!,5
3402,0,0,1,0,0,1,0,2021-10-31,Amazon Customer,Good,I liked these but unfortunately didn’t notice a difference. And can’t afford them to not work for me.,5
3403,1,-1,1,0,1,1,1,2022-01-12,Stephanie Broers,Perfect Vitamins,As long as the price don’t go up I’ll continue to purchase. They do help my hair grow,5
3404,1,0,0,0,0,1,1,2022-03-25,Sarah,Hair Vitamin Gummies,"Love these hair vitamin gummies. Taste good, make my hair shiny and healthy.",5
3405,-1,0,1,-1,0,0,0,2022-06-21,Janice McCabe,Love these!,Love these! I get them every month!,5
3406,-1,-1,1,-1,0,1,-1,2021-11-17,Amazon Customer,Taste so good!,Just started them so can’t say how they work but they taste so good,5
